id	state	city	potencia kwp	nro_paineis	geracao_media	preco
14783	SP	São Paulo	108	240	12744	R$374.355,25
14790	SP	São Paulo	108	240	12744	R$375.091,42
14802	SP	São Paulo	104.88	228	12376	R$375.695,53
14834	SP	São Paulo	117	312	13806	R$382.889,74
14843	SP	São Paulo	118.8	264	14018	R$381.552,04
14847	SP	São Paulo	108	240	12744	R$381.350,02
14867	SP	São Paulo	110.4	240	13027	R$384.357,67
14904	SP	São Paulo	120.75	322	14249	R$393.681,08
14910	SP	São Paulo	120.6	360	14231	R$397.332,39
14917	SP	São Paulo	120	320	14160	R$395.747,10
14919	SP	São Paulo	110.4	240	13027	R$391.218,59
14942	SP	São Paulo	120.6	360	14231	R$401.442,48
14963	SP	São Paulo	113.4	252	13381	R$396.377,51
14978	SP	São Paulo	120	320	14160	R$402.492,63
14990	SP	São Paulo	117	260	13806	R$399.753,00
14999	SP	São Paulo	120.6	360	14231	R$407.451,84
15011	SP	São Paulo	126	336	14868	R$409.821,37
15033	SP	São Paulo	115.92	252	13679	R$404.602,37
15042	SP	São Paulo	115.92	252	13679	R$406.724,34
15046	SP	São Paulo	127.3	380	15021	R$415.015,15
15059	SP	São Paulo	121.5	324	14337	R$412.839,37
15062	SP	São Paulo	134	400	15812	R$419.670,13
15073	SP	São Paulo	119.6	260	14113	R$410.584,82
15082	SP	São Paulo	129.38	345	15267	R$418.765,58
15084	SP	São Paulo	127.5	340	15045	R$418.852,70
15085	SP	São Paulo	118.8	264	14018	R$411.395,77
15088	SP	São Paulo	127.3	380	15021	R$419.116,01
15144	SP	São Paulo	127.5	340	15045	R$425.608,61
15172	SP	São Paulo	121.44	264	14330	R$422.238,16
15176	SP	São Paulo	128.64	384	15180	R$430.463,58
15190	SP	São Paulo	126	280	14868	R$428.127,16
15191	SP	São Paulo	134	400	15812	R$435.647,79
15193	SP	São Paulo	135	360	15930	R$432.777,52
15196	SP	São Paulo	128.25	342	15134	R$432.587,80
15203	SP	São Paulo	124.2	276	14656	R$429.382,36
15228	SP	São Paulo	134	400	15812	R$439.757,88
15252	SP	São Paulo	135	360	15930	R$439.000,35
15255	SP	São Paulo	126	280	14868	R$434.864,61
15266	SP	São Paulo	138	368	16284	R$440.429,96
15289	SP	São Paulo	128.8	280	15198	R$439.779,15
15300	SP	São Carlos	126.96	276	14981	R$440.721,47
15309	SP	São Paulo	135	360	15930	R$445.737,81
15325	SP	São Paulo	129.6	288	15293	R$444.400,62
15328	SP	São Carlos	135	360	15930	R$448.942,11
15333	SP	São Paulo	136.68	408	16128	R$453.819,55
15335	SP	São Paulo	140.7	420	16603	R$454.327,30
15343	SP	São Carlos	128.8	280	15198	R$446.535,06
15370	SP	São Paulo	140.7	420	16603	R$458.437,39
15386	SP	São Paulo	142.5	380	16815	R$456.829,88
15398	SP	São Paulo	135	300	15930	R$453.516,83
15403	SP	São Carlos	144	384	16992	R$458.237,58
15418	SP	São Carlos	132.48	288	15633	R$456.235,29
15436	SP	São Paulo	142.5	380	16815	R$463.585,80
15437	SP	São Paulo	150	400	17700	R$467.065,20
15447	SP	São Paulo	135	300	15930	R$460.271,60
15469	SP	São Paulo	142.5	380	16815	R$468.564,75
15480	SP	São Paulo	144.72	432	17077	R$473.227,75
15482	SP	São Paulo	148.5	396	17523	R$472.697,26
15487	SP	São Paulo	138	300	16284	R$466.015,53
15498	SP	São Paulo	126	280	14868	R$466.741,46
15499	SP	São Paulo	147.4	440	17393	R$476.120,15
15534	SP	São Paulo	141.75	315	16727	R$473.681,03
15536	SP	São Paulo	138	300	16284	R$472.770,29
15542	SP	São Paulo	145.73	435	17196	R$482.034,71
15559	SP	São Paulo	153	408	18054	R$485.168,05
15567	SP	São Paulo	150	400	17700	R$484.383,65
15568	SP	São Paulo	140.4	312	16567	R$477.047,20
15611	SP	São Paulo	155.25	414	18320	R$491.122,57
15616	SP	São Paulo	150	400	17700	R$491.147,65
15617	SP	São Paulo	152.76	456	18026	R$495.586,98
15630	SP	São Paulo	144	320	16992	R$486.656,86
15631	SP	São Paulo	144.9	315	17098	R$486.801,78
15649	SP	São Paulo	144.9	322	17098	R$490.787,25
15657	SP	São Paulo	143.52	312	16935	R$489.855,69
15676	SP	São Paulo	162.81	486	19212	R$505.595,19
15698	SP	São Paulo	155.44	464	18342	R$509.246,15
15706	SP	São Paulo	147.2	320	17370	R$499.994,19
15709	SP	São Paulo	162	432	19116	R$508.124,21
15719	SP	São Paulo	157.5	420	18585	R$510.117,00
15720	SP	São Paulo	157.5	420	18585	R$510.569,32
15722	SP	São Paulo	138.6	308	16355	R$501.798,69
15731	SP	São Paulo	148.12	322	17478	R$504.010,43
15734	SP	São Paulo	160.8	480	18974	R$514.985,95
15750	SP	São Paulo	151.2	336	17842	R$511.059,19
15756	SP	São Paulo	159.46	476	18816	R$519.322,95
15760	SP	São Paulo	165	440	19470	R$517.037,83
15775	SP	São Paulo	153	340	18054	R$515.022,94
15805	SP	São Paulo	155.25	345	18320	R$522.664,43
15807	SP	São Paulo	144	320	16992	R$519.110,65
15812	SP	São Paulo	165	440	19470	R$528.976,93
15814	SP	São Paulo	154.56	336	18238	R$524.849,57
15822	SP	São Paulo	165	440	19470	R$530.246,19
15840	SP	São Paulo	156.4	340	18455	R$529.189,67
15849	SP	São Paulo	171	456	20178	R$539.659,97
15865	SP	São Paulo	168.84	504	19923	R$543.832,62
15868	SP	São Paulo	158.7	345	18727	R$536.833,12
15878	SP	São Paulo	162	360	19116	R$540.420,69
15882	SP	São Paulo	162	360	19116	R$541.095,71
15890	SP	São Paulo	172.5	460	20355	R$550.360,96
15891	SP	São Paulo	151.2	336	17842	R$542.109,86
15923	SP	São Paulo	165.6	360	19541	R$555.424,90
15937	SP	São Paulo	178.22	532	21030	R$570.305,79
15948	SP	São Paulo	158.4	352	18691	R$562.131,52
15954	SP	São Paulo	178.2	396	21028	R$568.410,29
15960	SP	São Paulo	171	380	20178	R$565.827,67
15978	SP	São Paulo	162	360	19116	R$573.442,18
15993	SP	São Paulo	174.8	380	20626	R$581.652,05
16003	SP	São Paulo	187.6	560	22137	R$595.078,74
16035	SP	São Paulo	194.3	580	22927	R$614.842,51
16037	SP	São Paulo	173.88	378	20518	R$600.244,76
16046	SP	São Paulo	201	600	23718	R$622.620,24
16068	SP	São Paulo	178.2	396	21028	R$621.483,76
16069	SP	São Carlos	201	600	23718	R$635.412,06
16103	SP	São Carlos	217.08	648	25615	R$670.903,58
16106	SP	São Carlos	214.4	640	25299	R$671.970,11
16123	SP	São Carlos	225	600	26550	R$693.727,26
16150	SP	São Paulo	216	480	25488	R$727.596,21
16174	SP	São Paulo	268	800	31624	R$824.583,99
16196	SP	São Paulo	300	800	35400	R$919.392,58
16220	SP	São Paulo	321.6	960	37949	R$996.374,63
16226	SP	São Paulo	335	1000	39530	R$1.029.506,83
16245	SP	São Paulo	324	720	38232	R$1.081.097,75
16278	SP	São Paulo	428.8	1280	50598	R$1.319.693,55
